index,State,Commute Mode Share - Auto: Raw Value,Commute Mode Share - Auto: Score,Commute Mode Share - Transit: Raw Value,Commute Mode Share - Transit: Score,Commute Mode Share - Bicycle: Raw Value,Commute Mode Share - Bicycle: Score,Commute Mode Share - Walk: Raw Value,Commute Mode Share - Walk: Score,Complete Streets Policies: Raw Value,Complete Streets Policies: Score,"DUI/DWI Fatalities per 10,000 Residents: Raw Value","DUI/DWI Fatalities per 10,000 Residents: Score",Person Miles of Travel by Private Vehicle: Raw Value,Person Miles of Travel by Private Vehicle: Score,Person Miles of Travel by Walking: Raw Value,Person Miles of Travel by Walking: Score,Physical Activity from Transportation: Raw Value,Physical Activity from Transportation: Score,Proximity to Major Roadways: Raw Value,Proximity to Major Roadways: Score,"Road Traffic Fatalities per 100,000 Residents - Auto: Raw Value","Road Traffic Fatalities per 100,000 Residents - Auto: Score","Road Traffic Fatalities per 100,000 Residents - Bicycle: Raw Value","Road Traffic Fatalities per 100,000 Residents - Bicycle: Score","Road Traffic Fatalities per 100,000 Residents - Pedestrian: Raw Value","Road Traffic Fatalities per 100,000 Residents - Pedestrian: Score",Road Traffic Fatalities Exposure Rate - Auto: Raw Value,Road Traffic Fatalities Exposure Rate - Auto: Score,Road Traffic Fatalities Exposure Rate - Bicycle: Raw Value,Road Traffic Fatalities Exposure Rate - Bicycle: Score,Road Traffic Fatalities Exposure Rate - Pedestrian: Raw Value,Road Traffic Fatalities Exposure Rate - Pedestrian: Score,Seat Belt Use: Raw Value,Seat Belt Use: Score,Transit Trips per Capita: Raw Value,Transit Trips per Capita: Score,Use of Federal Funds for Bicycle and Pedestrian Efforts: Raw Value,Use of Federal Funds for Bicycle and Pedestrian Efforts: Score,Vehicle Miles Traveled per Capita: Raw Value,Vehicle Miles Traveled per Capita: Score,Unnamed: 41,Unnamed: 42,Unnamed: 43
56,"Albany-Schenectady-Troy, NY",0.885,69.445474,3.1615482582794126E-2,84.519913,2.8293920888984264E-3,33.398262,3.6952373843634687E-2,78.54997,No policy,0,2.1,72.247528,0.465,75.771907,0.52,66.14489,1.4714081727747513E-3,66.873536,5.5,90.606698,6.9270978369444292E-2,79.099713,1.1,60.176722,6.2,91.262258,24.5,52.593067,28.7,71.977116,,,,,,,,,,,,,
57,"Albuquerque, NM",0.902,54.311678,1.6610286121847274E-2,59.319964,9.4026173631986988E-3,77.797751,1.8576698887708538E-2,30.342457,Policy in place,100,3.0,51.060786,0.491,63.334718,0.44,18.531386,5.3952292945810328E-3,44.599764,8.1,64.686448,0.3,25.517703,1.7,25.883192,9.0,65.634593,36.3,44.210873,91.9,23.995466,,,,,,,,,,,,,
58,"Alexandria, LA",0.944,14.042696,9.9340498695948305E-3,40.999195,2.70777613502334E-3,32.260509,1.865541472166387E-2,30.577107,No policy,0,5.2,18.714692,0.566,24.702573,0.50,49.68107,0,99.995998,15.8,10.044774,0.3,40.116069,2.9,3.43117,16.8,10.663872,95.9,25.080366,153.1,10.057651,,,,,,,,,,,,,
59,"Allentown-Bethlehem-Easton, PA-NJ",0.913,42.996884,1.6227185852603281E-2,58.395868,1.6723373868481298E-3,22.24741,2.60905635015647E-2,52.899915,No policy,0,2.3,66.676101,0.489,64.521975,0.54,76.652814,0,99.995998,8.5,60.441902,9.7525010288888589E-2,73.927254,1.1,56.498524,9.3,62.375286,58.3,34.412431,43.0,55.552207,,,,,,,,,,,,,
60,"Altoona, PA",0.928,27.791199,2.8944581715495939E-3,17.040674,9.7070243558065655E-4,15.175095,3.0744793505118249E-2,65.372893,No policy,0,5.5,15.939822,0.503,56.860921,0.53,72.580698,0,99.995998,9.5,49.440067,0.2,61.580839,2.1,14.794969,10.2,52.426168,162.7,16.817754,66.8,36.344193,,,,,,,,,,,,,
61,"Amarillo, TX",0.938,18.953469,7.6997517566373547E-3,33.861346,2.0869272520722009E-3,26.32131,1.7780956788824843E-2,27.990119,No policy,0,8.2,4.348136,0.490,63.87489,0.44,16.120793,0,99.995998,13.9,16.77412,0.4,17.750584,2.1,14.378835,14.8,17.74823,190.7,14.717166,116.4,16.584971,,,,,,,,,,,,,
62,"Ames, IA",0.815,97.530716,5.8931442470214784E-2,98.045061,1.8262769509832213E-2,96.492654,7.6699509419961245E-2,99.742709,No policy,0,0.0,99.833373,0.485,66.334545,0.55,81.977712,0,99.995998,3.6,99.12172,0.0,89.312711,0.7,82.939888,4.4,98.836293,0.0,96.798886,8.8,96.713383,,,,,,,,,,,,,
63,"Anchorage, AK",0.882,71.672595,1.5579094475059157E-2,56.797179,9.5708470305494245E-3,78.494003,2.5213464826607801E-2,50.354932,No policy,0,0.5,98.078901,0.441,84.669591,0.38,2.53572,0,99.995998,6.2,84.86054,0.2,50.356264,1.1,57.625993,7.0,85.146838,22.0,54.880535,43.8,54.774569,,,,,,,,,,,,,
64,"Ann Arbor, MI",0.819,97.002763,4.5932615239545935E-2,94.551228,1.4966331798014966E-2,92.782026,6.4966936254064966E-2,98.842521,Policy in place,100,0.6,97.665823,0.471,72.826821,0.42,10.879719,0,99.995998,6.6,80.760704,0.3,34.697187,0.9,68.919548,8.1,75.021734,19.2,57.630709,14.2,91.041443,,,,,,,,,,,,,
65,"Anniston-Oxford-Jacksonville, AL",0.955,7.458473,3.5249575699551764E-3,19.362095,1.0226728752339093E-3,15.707593,1.151050959571783E-2,11.753745,No policy,0,1.7,80.12921,0.553,30.375919,0.42,8.280491,0,99.995998,13.1,20.943702,0.3,25.105066,1.2,51.421312,13.7,23.821478,336.6,8.67626,104.7,19.71749,,,,,,,,,,,,,
66,"Appleton, WI",0.918,37.71967,6.6545007002503922E-3,30.367011,5.0587785935576968E-3,52.386629,2.5573993124814329E-2,51.406942,No policy,0,1.7,79.176661,0.452,80.76879,0.45,19.237039,0,99.995998,6.8,79.26917,0.2,57.266498,0.3,96.966815,7.4,82.086114,35.2,44.887766,10.4,95.183025,,,,,,,,,,,,,
67,"Asheville, NC",0.907,49.1711,4.433610278737299E-3,22.640799,3.6033063129713703E-3,40.41227,2.0597925304577849E-2,36.44288,No policy,0,0.9,94.064646,0.545,34.666802,0.52,64.28305,0,99.995998,9.4,49.792213,0.1,64.884473,1.3,46.932094,10.4,50.37714,39.5,42.441412,62.2,39.355952,,,,,,,,,,,,,
68,"Athens-Clarke County, GA",0.877,75.883009,2.2995072484467614E-2,72.50867,1.036682615629984E-2,81.540471,3.8896426956128452E-2,81.807495,No policy,0,2.0,72.712828,0.590,15.305963,0.53,71.229429,0,99.995998,11.2,33.721491,0.3,30.64413,1.9,20.296961,12.7,30.026356,29.9,48.324227,47.9,50.8143,,,,,,,,,,,,,
69,"Atlanta-Sandy Springs-Roswell, GA",0.886,68.906332,3.1944101817240056E-2,84.868696,1.6932386015783344E-3,22.454654,1.333240994732602E-2,15.915619,No policy,0,2.3,66.390408,0.485,66.443108,0.55,80.822542,2.0361472097705023E-2,33.48021,7.8,67.41596,9.2616868502903529E-2,74.860618,1.5,34.032924,8.9,66.810237,54.7,35.69976,114.2,17.120842,,,,,,,,,,,,,
70,"Atlantic City-Hammonton, NJ",0.852,89.227035,7.2148477863444874E-2,99.351231,5.0949845004371669E-3,52.662513,3.703203242985454E-2,78.691442,No policy,0,1.8,77.71346,0.547,33.549907,0.55,78.9221,0,99.995998,9.8,46.119475,0.3,33.817026,2.9,3.452479,11.5,39.932024,57.4,34.721468,77.0,30.548157,,,,,,,,,,,,,
71,"Auburn-Opelika, AL",0.921,34.472253,8.656007396661938E-3,36.973361,7.95459979914237E-3,70.981714,2.7673717938499307E-2,57.355295,No policy,0,3.4,43.40727,0.562,26.458062,0.48,39.283404,0,99.995998,13.8,17.235645,0.0,89.312711,1.4,38.930492,15.0,17.037936,0.0,96.798886,51.5,47.578923,,,,,,,,,,,,,
72,"Augusta-Richmond County, GA-SC",0.942,15.627909,8.0761514491825663E-3,35.096196,1.6604772271310881E-3,22.129727,1.9221411192214113E-2,32.272949,No policy,0,4.5,25.901761,0.525,44.767201,0.51,55.821801,0,99.995998,13.6,18.32591,0.3,28.530431,2.6,5.743021,14.4,19.792923,194.4,14.475692,134.4,12.887457,,,,,,,,,,,,,
73,"Austin-Round Rock, TX",0.868,81.5834,2.5656414796211037E-2,76.857896,8.118548818055172E-3,71.83096,1.8370034544806103E-2,29.727953,Policy in place,100,4.0,33.240883,0.469,73.683474,0.55,79.98471,1.2281930194831295E-2,35.247173,8.2,63.337231,0.2,51.070819,1.4,39.581385,9.5,60.333263,25.5,51.754965,76.9,30.599805,,,,,,,,,,,,,
74,"Bakersfield, CA",0.923,32.754193,1.0079924042894954E-2,41.448662,4.2075553908084099E-3,45.58809,1.8625098360549128E-2,30.486697,No policy,0,3.7,37.043818,0.562,26.43696,0.45,22.19205,1.7287690665579788E-3,64.291553,12.0,27.754324,0.2,43.904023,2.3,9.401217,13.0,28.471243,57.3,34.781337,124.2,14.843655,,,,,,,,,,,,,
75,"Baltimore-Columbia-Towson, MD",0.863,84.306809,6.2787080039433091E-2,98.574608,2.6583602280522227E-3,31.795666,2.6833994924676044E-2,55.016028,No policy,0,2.8,55.394604,0.450,81.489012,0.49,43.39342,1.2333757194095778E-2,35.221319,6.3,83.490123,0.1,66.908072,1.8,24.115651,7.4,82.193358,49.9,37.574635,65.4,37.247063,,,,,,,,,,,,,
76,"Bangor, ME",0.899,57.307287,6.0825409057756619E-3,28.415676,4.4174109293076639E-3,47.319038,4.1545680983114758E-2,85.616977,No policy,0,3.3,45.819729,0.563,25.767346,0.61,96.820276,0,99.995998,9.2,52.190263,0.1,67.117417,1.2,52.648425,10.3,51.978929,29.8,48.426777,28.5,72.275239,,,,,,,,,,,,,
77,"Barnstable Town, MA",0.891,64.079381,1.2948575656677765E-2,49.850169,5.4693983661797205E-3,55.450757,2.6487086420493744E-2,54.033584,No policy,0,3.7,37.356961,0.545,34.621555,0.65,99.503097,0,99.995998,7.3,73.999664,0.2,56.045544,1.3,46.657009,8.1,74.423348,33.6,45.880624,48.5,50.205852,,,,,,,,,,,,,
78,"Baton Rouge, LA",0.937,20.094149,1.029615293125446E-2,42.111045,2.7706896178881129E-3,32.850206,1.6889042665917002E-2,25.405104,No policy,0,7.5,6.025384,0.496,60.823619,0.51,57.679013,2.219150076621438E-3,60.071199,14.5,14.335005,0.4,17.44316,2.2,12.454455,15.5,14.962504,144.6,18.493776,127.5,14.168404,,,,,,,,,,,,,
79,"Battle Creek, MI",0.917,38.966724,4.8616305160807775E-3,24.160966,3.3123196922748158E-3,37.823069,4.0905367382555118E-2,84.760093,No policy,0,3.7,37.639673,0.539,37.385062,0.39,2.824208,0,99.995998,10.6,38.454748,0.0,89.312711,0.7,79.611038,11.6,39.370091,0.0,96.798886,18.0,86.169995,,,,,,,,,,,,,
80,"Bay City, MI",0.935,21.999505,7.4131876706984004E-3,32.912775,5.5490527593531885E-3,56.028652,2.000693631594919E-2,34.646663,No policy,0,6.5,9.558563,0.523,46.237942,0.50,51.489771,0,99.995998,9.9,45.409744,0.7,0.913574,1.3,45.608103,10.6,48.82214,134.3,19.594162,65.2,37.361522,,,,,,,,,,,,,
81,"Beaumont-Port Arthur, TX",0.951,9.881473,5.7195641995773597E-3,27.163354,2.3789337821250966E-3,29.140728,1.2881673352145469E-2,14.834734,No policy,0,5.4,16.433606,0.505,56.066531,0.47,33.798195,0,99.995998,15.4,11.33533,0.6,5.161125,2.1,12.883099,16.2,12.464819,234.9,12.239764,165.6,8.584196,,,,,,,,,,,,,
82,"Beckley, WV",[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],No policy,0,[no data],[no data],0.525,45.194167,0.57,90.02987,0,99.995998,[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],,,,,,,,,,,,,
83,"Bellingham, WA",0.834,94.532185,3.0353025784207965E-2,83.113285,2.0052033758487214E-2,97.662476,4.7433212767307567E-2,91.805489,No policy,0,1.5,85.146355,0.555,29.732333,0.58,91.714475,0,99.995998,5.5,91.03581,0.2,52.83706,1.4,40.822772,6.6,89.013043,9.9,70.318863,29.3,71.263018,,,,,,,,,,,,,
84,"Bend-Redmond, OR",0.868,81.541375,7.5497996399326323E-3,33.365884,1.674022881700447E-2,95.083385,2.5858063766769267E-2,52.230128,No policy,0,3.1,49.194792,0.546,33.750427,0.64,99.069983,0,99.995998,7.5,70.842488,0.6,2.796982,1.1,55.927395,8.7,68.592965,37.5,43.522078,43.7,54.800513,,,,,,,,,,,,,
85,"Billings, MT",0.899,57.391231,1.1453798516156723E-2,45.577607,7.1126371941872589E-3,66.288665,3.632350236065976E-2,77.408739,No policy,0,6.1,11.696811,0.487,65.285889,0.53,72.65138,0,99.995998,15.8,10.074484,0.0,89.312711,0.6,84.918383,17.6,8.479454,0.0,96.798886,17.4,86.942842,,,,,,,,,,,,,
86,"Binghamton, NY",0.893,62.967407,2.484658249276998E-2,75.600357,2.7244833180503632E-3,32.41734,3.4404316851237918E-2,73.655746,No policy,0,2.4,64.041527,0.489,64.197281,0.37,1.430799,0,99.995998,6.0,86.242747,0.2,60.859849,0.8,75.733138,6.8,87.255903,59.2,34.113355,23.4,78.939781,,,,,,,,,,,,,
87,"Birmingham-Hoover, AL",0.948,11.722151,6.5861645932820314E-3,30.135304,1.0037412172643489E-3,15.513815,1.0586935142095284E-2,9.868119,Policy in place,100,4.8,22.044758,0.514,51.079647,0.49,42.895259,4.864244456905609E-3,46.280754,15.5,10.885807,8.850259277195785E-2,75.632342,1.3,44.266865,16.4,11.788498,88.2,26.558333,125.4,14.588518,,,,,,,,,,,,,
88,"Bismarck, ND",0.926,30.188687,1.7672805351391526E-3,12.753938,5.5165579321166079E-3,55.79355,2.1851515401767281E-2,40.26362,No policy,0,4.2,30.496927,0.445,83.421493,0.56,86.992922,0,99.995998,8.2,63.778782,0.0,89.312711,0.4,95.083324,8.8,67.19644,0.0,96.798886,16.2,88.468881,,,,,,,,,,,,,
89,"Blacksburg-Christiansburg-Radford, VA",0.875,76.5986,2.6332141229753799E-2,77.864781,8.8648320238604826E-3,75.442489,3.8441888402535179E-2,81.081916,No policy,0,2.2,68.206359,0.552,30.983635,0.45,23.208754,0,99.995998,8.5,59.520907,0.2,45.318823,0.7,81.467887,9.8,57.113245,26.4,50.996489,18.3,85.846293,,,,,,,,,,,,,
90,"Bloomington, IL",0.889,66.545322,1.5859689476710754E-2,57.494811,6.2564692351926394E-3,60.92501,5.0557791834387578E-2,94.046999,No policy,0,3.7,37.589977,0.428,88.405669,0.52,65.127871,0,99.995998,6.5,82.20429,0.2,47.568837,0.4,92.444778,7.3,82.816224,35.7,44.586533,8.8,96.668074,,,,,,,,,,,,,
91,"Bloomington, IN",0.841,92.662105,3.2332563510392612E-2,85.272027,1.6632726197112594E-2,94.96612,6.7725457627504301E-2,99.176951,Policy in place,100,5.5,15.764754,0.544,34.883674,0.45,21.38333,0,99.995998,12.1,27.180077,0.0,89.312711,0.9,67.972648,14.3,20.266241,0.0,96.798886,13.8,91.459855,,,,,,,,,,,,,
92,"Bloomsburg-Berwick, PA",[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],No policy,0,[no data],[no data],0.538,38.269055,0.50,55.010157,0,99.995998,[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],,,,,,,,,,,,,
93,"Boise City, ID",0.884,70.034738,5.1184085084479119E-3,25.0658,1.6123711788651778E-2,94.374675,1.9034534757691207E-2,31.711462,Policy in place,100,0.8,95.730197,0.491,63.17184,0.63,99.010419,0,99.995998,6.3,83.464707,0.2,60.727484,0.5,92.222473,7.2,83.82413,10.0,70.076925,23.8,78.437133,,,,,,,,,,,,,
94,"Boston-Cambridge-Newton, MA-NH",0.769,99.735485,0.119,99.991346,8.5382079619048604E-3,73.912266,5.2874037225410939E-2,95.343587,No policy,0,1.6,82.050588,0.469,74.062299,0.60,96.159597,8.8783464411804972E-3,37.93663,3.5,99.204163,0.1,68.191168,1.0,66.319386,4.6,98.448207,14.8,62.880834,18.2,85.908116,,,,,,,,,,,,,
95,"Boulder, CO",0.741,99.947584,5.3057154803640927E-2,96.868252,4.276478723746422E-2,99.992465,4.499694445337879E-2,89.590107,No policy,0,1.6,81.584321,0.456,79.255642,0.56,86.899135,0,99.995998,5.5,90.662715,0.5,10.992311,1.0,64.291754,7.4,81.38802,10.9,68.677809,22.1,80.686557,,,,,,,,,,,,,
96,"Bowling Green, KY",0.938,19.137157,3.2673491023479727E-3,18.4187,2.4505118267609794E-3,29.824986,2.8241714315507743E-2,58.904312,No policy,0,0.0,99.833373,0.511,52.677143,0.43,13.162997,0,99.995998,13.9,17.039317,0.3,36.64991,0.8,74.234766,14.8,18.025547,113.2,22.27984,29.5,71.053281,,,,,,,,,,,,,
97,"Bremerton-Silverdale, WA",0.794,99.051804,8.0731176455285686E-2,99.691907,5.3502831227616827E-3,54.576549,4.1796377069224164E-2,85.941773,No policy,0,2.4,65.319201,0.492,62.754791,0.48,38.337945,0,99.995998,6.2,84.829509,8.055453743570741E-2,77.094187,1.0,61.106158,7.8,77.775339,15.1,62.550094,25.1,76.789447,,,,,,,,,,,,,
98,"Bridgeport-Stamford-Norwalk, CT",0.821,96.715776,8.9329357315130101E-2,99.856807,1.8462274193511304E-3,23.965699,2.8447536562430306E-2,59.458634,No policy,0,1.5,84.44086,0.474,71.727653,0.52,61.624149,2.6100534671954355E-2,33.262558,4.4,96.818626,0.2,62.636328,0.7,79.291627,5.4,95.860449,82.8,27.684169,26.1,75.389198,,,,,,,,,,,,,
99,"Brownsville-Harlingen, TX",0.928,27.685501,7.9651595897083267E-3,34.733388,2.191851469829809E-3,27.339407,2.1574694859893415E-2,39.419937,No policy,0,3.9,35.243701,0.670,1.570833,0.47,31.466055,0,99.995998,6.6,81.165778,0.2,42.584322,1.8,23.108006,7.1,84.621327,112.8,22.331935,82.5,27.895779,,,,,,,,,,,,,
100,"Brunswick, GA",0.928,27.704577,8.7893934259573019E-3,37.400776,2.1391053880040665E-3,26.828288,1.3321755337173839E-2,15.889702,No policy,0,6.2,11.494873,0.539,37.607403,0.51,57.635995,0,99.995998,18.5,4.824032,0.5,5.579026,3.3,1.458464,19.9,4.464535,256.9,11.268553,247.5,3.4454,,,,,,,,,,,,,
101,"Buffalo-Cheektowaga-Niagara Falls, NY",0.901,55.595088,3.4761270875888393E-2,87.584426,4.2956706677989183E-3,46.319178,2.9863135265811358E-2,63.164351,No policy,0,1.8,78.857616,0.483,67.385299,0.49,45.246063,2.7835070525704894E-3,56.076304,5.1,93.489126,0.2,57.496784,1.3,47.337394,5.7,94.655838,41.2,41.55897,42.7,55.886129,,,,,,,,,,,,,
102,"Burlington, NC",0.941,16.64783,3.6001908534910284E-3,19.636381,8.3859867270072149E-4,13.81296,1.1957260384887874E-2,12.721914,No policy,0,2.0,74.641745,0.539,37.611715,0.47,31.890431,0,99.995998,8.2,63.397742,0.3,39.161421,1.6,31.035015,8.7,68.346194,315.3,9.257852,132.7,13.183304,,,,,,,,,,,,,
103,"Burlington-South Burlington, VT",0.832,94.812698,1.9641241283866503E-2,66.090785,1.4699881123471904E-2,92.360792,6.7094267312503328E-2,99.109528,No policy,0,1.4,86.316438,0.502,57.230671,0.60,95.44125,0,99.995998,6.1,85.978057,9.4961981970518097E-2,74.416349,0.5,91.48825,7.3,82.677787,6.5,77.125642,7.1,98.014052,,,,,,,,,,,,,
104,"California-Lexington Park, MD",[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],No policy,0,[no data],[no data],[no data],[no data],[no data],[no data],0,99.995998,[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],,,,,,,,,,,,,
105,"Canton-Massillon, OH",0.939,18.522362,9.6637865226963451E-3,40.160955,1.0067596720839925E-3,15.544726,1.4703116529666221E-2,19.387701,No policy,0,2.7,56.958048,0.504,56.501255,0.52,67.015156,0,99.995998,7.5,70.785113,0.1,63.704669,0.5,90.833764,8.0,75.473641,146.9,18.258652,33.5,66.028786,,,,,,,,,,,,,
106,"Cape Coral-Fort Myers, FL",0.899,57.34403,1.163980135618947E-2,46.121885,8.0719671346785229E-3,71.591761,1.0064179769348798E-2,8.87284,No policy,0,2.8,55.488376,0.568,23.780815,0.47,29.245543,0,99.995998,9.1,53.244046,0.7,1.216785,1.9,20.519099,10.1,53.100255,88.7,26.44797,184.4,6.846359,,,,,,,,,,,,,
107,"Cape Girardeau, MO-IL",0.930,26.255711,4.4106947981084029E-3,22.558987,2.9101491451436886E-3,34.148733,2.9487995634776283E-2,62.201015,No policy,0,4.1,31.124533,0.523,45.9948,0.48,40.262075,0,99.995998,10.1,43.647115,0.0,89.312711,1.5,36.835004,10.8,46.399761,0.0,96.798886,49.7,49.145689,,,,,,,,,,,,,
108,"Carbondale-Marion, IL",[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],No policy,0,[no data],[no data],0.619,7.720391,0.48,37.250043,0,99.995998,[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],,,,,,,,,,,,,
109,"Carson City, NV",0.931,25.550646,5.0896119714633724E-3,24.964592,1.1353749782495214E-2,84.79177,1.6834870367148078E-2,25.250155,No policy,0,0.0,99.833373,0.513,51.466912,0.55,78.897553,0,99.995998,4.7,95.531343,0.0,89.312711,0.7,80.148725,5.1,97.107698,0.0,96.798886,43.2,55.347125,,,,,,,,,,,,,
110,"Casper, WY",0.934,22.719659,6.9212105733622784E-3,31.267568,4.9802068701315285E-3,51.784144,1.6345294342995784E-2,23.861794,No policy,0,5.1,19.636881,0.461,77.222993,0.56,83.725993,0,99.995998,15.1,12.344742,0.0,89.312711,1.1,60.434191,16.1,12.602875,0.0,96.798886,64.7,37.650244,,,,,,,,,,,,,
111,"Cedar Rapids, IA",0.908,47.773291,9.0977500188125521E-3,38.382468,3.3335841673564604E-3,38.014309,2.7737226277372264E-2,57.529867,Policy in place,100,2.3,66.777154,0.448,82.387322,0.56,84.17959,0,99.995998,8.0,65.081145,7.7394528671190121E-2,77.664327,0.3,96.13149,8.9,66.745512,23.2,53.711465,11.2,94.450596,,,,,,,,,,,,,
112,"Chambersburg-Waynesboro, PA",[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],No policy,0,[no data],[no data],0.503,56.971053,0.57,90.354175,0,99.995998,[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],[no data],,,,,,,,,,,,,
113,"Champaign-Urbana, IL",0.793,99.110697,5.3311607229833247E-2,96.930721,2.2520168967685373E-2,98.683272,8.0268506300865211E-2,99.841378,Policy in place,100,2.6,60.548586,0.492,62.824482,0.48,35.521537,0,99.995998,7.0,76.260613,0.4,13.69531,1.0,66.700524,8.9,66.43809,19.3,57.53665,11.9,93.637096,,,,,,,,,,,,,
114,"Charleston, WV",0.928,28.010974,1.3122104553542733E-2,50.331038,9.7200774470686908E-4,15.188491,2.391609378306982E-2,46.510644,No policy,0,5.8,14.132944,0.494,61.753472,0.48,37.143882,0,99.995998,17.3,6.800468,0.0,89.312711,2.4,7.885238,18.6,6.462586,0.0,96.798886,100.8,20.92096,,,,,,,,,,,,,
115,"Charleston-North Charleston, SC",0.906,50.519105,1.259245733908659E-2,48.853407,8.1173459418075345E-3,71.824804,2.7026853871756185E-2,55.558255,No policy,0,6.5,10.028361,0.527,43.8228,0.55,83.086223,2.5474741838697164E-3,57.651413,13.2,20.09565,0.5,7.917078,2.1,14.672847,14.6,18.831787,62.5,33.052729,76.1,31.005835,,,,,,,,,,,,,
116,"Charlotte-Concord-Gastonia, NC-SC",0.904,51.776943,2.1317459115596467E-2,69.434556,1.4218049350933429E-3,19.748443,1.4793742135303429E-2,19.626324,No policy,0,2.5,61.39993,0.478,69.880143,0.51,60.365491,2.3796388731576897E-3,58.852713,6.3,84.220449,0.2,61.894065,1.4,39.855967,6.9,85.977559,110.0,22.746612,95.2,22.807799,,,,,,,,,,,,,
117,"Charlottesville, VA",0.841,92.770888,3.0709748106319993E-2,83.521683,9.8292264093298633E-3,79.527035,4.2582779363892077E-2,86.922471,No policy,0,1.3,87.381921,0.499,59.256971,0.54,77.009891,0,99.995998,10.9,35.932084,9.4826548019689788E-2,74.442091,0.6,87.81701,13.0,28.45223,9.6,70.769314,13.4,92.009059,,,,,,,,,,,,,
118,"Chattanooga, TN-GA",0.934,22.29694,7.1397644981365301E-3,32.001007,1.9738350128617635E-3,25.217931,1.8668658895840937E-2,30.616619,No policy,0,3.3,44.091895,0.528,43.577082,0.43,14.331038,4.6886150467308099E-4,81.260756,13.3,19.734886,0.2,54.880311,0.9,67.422314,14.2,20.714847,95.8,25.096526,50.6,48.333391,,,,,,,,,,,,,
